Kids_First_Biospecimen_ID_methyl	mean_beta_value
BS_Y8HPV715	0.45221723715361317
BS_Y8P23T9M	0.5176574774533743
BS_Y9VSZFYK	0.5862350764374935
BS_YBZ421J5	0.5656202472487409
BS_YCF6WR3P	0.5270623578661556
BS_YDHW508X	0.5690775584580907
BS_YDXYS3Y2	0.5505737493361295
BS_YG0FSCMM	0.5457242161344206
BS_YM8N4S9W	0.54417112430935
BS_YMA9N90V	0.5345110563955602
BS_YMJJ8Y23	0.6004239918660731
BS_YP1MXWY9	0.5166933195909844
BS_YPRGV9M3	0.5635682781545485
BS_YV7KQVDG	0.5221751325075188
BS_YXW1NSG2	0.5560066567779169
BS_YXXWVEYJ	0.5081259958360265
BS_YYFTD7TP	0.5159431738849427
BS_YZVGP1X1	0.5499664305874983
BS_Z12A6M41	0.5071545589863087
BS_Z1CCVC65	0.53379149467742
BS_Z5SAR971	0.5475715109422039
BS_Z5THD41A	0.5556590335265322
BS_Z71YG09F	0.5487932687455926
BS_Z8QS0EQ6	0.5256924840925435
BS_Z9WJ6WW1	0.44663822847284845
BS_ZA4EAXGT	0.5519778811824854
BS_ZANBP1Z1	0.510703003261129
BS_ZAQW3KMC	0.5850664407435283
BS_ZBHB9GQ9	0.509807614396516
BS_ZBWDSNVQ	0.5489468483279404
BS_ZD6HHEB7	0.5427710724477184
BS_ZDM8Y1XM	0.554653914558294
BS_ZEE8T4N1	0.5566454932724857
BS_ZEVFYYB9	0.5194618550411727
BS_ZGR0PYE5	0.5663619925853064
BS_ZH0HTV7S	0.5646212702847611
BS_ZJWVAEAA	0.5624209740077433
BS_ZNRHJ49Y	0.549742700577107
BS_ZPV4EG1D	0.5629187839359986
BS_ZR1W080B	0.5425840161140191
BS_ZS0NAJHV	0.5543067088042346
BS_ZSJEHWJM	0.5763160749078374
BS_ZTEV2216	0.5231358121856045
BS_ZTVJPZR2	0.5696699323531645
BS_ZTWT62DX	0.5768225689654461
BS_ZTX41A49	0.5281742530314194
BS_ZXP15DY5	0.5238479676767956
BS_8F50CHFP	0.5865606529210772
BS_2VFTZSTQ	0.5430266831411171
BS_470YTZE4	0.5451844046085186
BS_8T5T4MTS	0.5523142485247259
BS_JYJFGVXK	0.6070123517482692
BS_V2BZYFY4	0.5224095975170654
BS_XD92SDCX	0.495690167243597
BS_YS76FT7P	0.5485663094578617
BS_1JF0AGKG	0.531566049308693
BS_Z6GNQNWF	0.5994223209882148
BS_Q0PBV7W5	0.5644138264999299
BS_Y2RDJZYG	0.5442773974297089
BS_BE7W6QKW	0.4449699421017634
BS_53K6KZH2	0.5636298584529602
