Kids_First_Biospecimen_ID_methyl	mean_beta_value
BS_AEF61NYH	0.48364189951695374
BS_AG74Q1GW	0.5715721643783925
BS_AGQ97WK5	0.582850874394139
BS_AGVA3E45	0.5362852091584203
BS_AHHP55VR	0.6064876577577706
BS_AJP26WFT	0.5482147054237582
BS_AKJHQQG3	0.6092420151383237
BS_ASHZ8TDJ	0.5122674698007441
BS_ATVVVXCS	0.5380808013046893
BS_AYVAZ31P	0.5536229358749918
BS_B0GKQAWP	0.560702358854746
BS_B1EB1F4K	0.544722932005325
BS_B2WRBBC4	0.5687380328100706
BS_B47HW960	0.528480713080311
BS_B5V1MQ2M	0.5138649415619085
BS_B5Y1FDFX	0.5148474038137271
BS_B7Y5KSZF	0.5718174722400834
BS_B81HY49C	0.5463490419902507
BS_B8KDVBBS	0.5425889716546761
BS_BDDFJP8C	0.58631110503066175
BS_BDRTMHBR	0.5687399297323336
BS_BEQYY2S5	0.5882309544924974
BS_BFJ68JWH	0.554430362400761
BS_BGJ8P34J	0.5505102141278889
BS_BHCFPXE8	0.5399036063588936
BS_BJ9ACB1Q	0.5106210543820938
BS_BK32ZR7J	0.4787514753997897
BS_BKWRRMTT	0.5058616472180223
BS_BP45YHME	0.5596173695391627
BS_BQB6NZWZ	0.5459776026363952
BS_BQMMHHZH	0.5891454447846812
BS_BRPND7SC	0.5103791446723229
BS_BWY9FK7V	0.5354360848231098
BS_BZHNA3TX	0.5013934694750286
BS_BZVRE7D2	0.5564317925613289
BS_C1JWJ626	0.5503015162825531
BS_C32A6KDR	0.5301902515262062
BS_C48B9VRK	0.5418813468132909
BS_C4BJX2SA	0.5316911886059007
BS_C5MRD4QQ	0.5557879241402024
BS_C6CAKG22	0.5322494738129311
BS_C7X0GZHB	0.5738079329348389
BS_CAQMF903	0.5253951370766703
BS_CBT428EZ	0.4881604439446629
BS_CEFWNECZ	0.5296091667923857
BS_CHX03B7M	0.5625392805685275
BS_CN7NVE6K	0.5595041032736437
BS_CTR1KRKC	0.5540880206583715
BS_CTV7V6RC	0.5231196269738307
BS_CVAEDWP3	0.5764044251089986
BS_CXV7X7WN	0.5366874428482631
BS_D07622XS	0.5810005848406304
BS_D7WTD252	0.501644358153822
BS_DCWYQZP6	0.5480036735480636
BS_DEPW31E9	0.5463505858507943
BS_DFFBN81J	0.5694075423684601
BS_DHR7058H	0.5340452593612602
BS_DJHKC895	0.5406072560392304
BS_DKD8ZZRV	0.5565547339992323
BS_DKJFS4BM	0.5200848140008899
BS_DKTVT34S	0.5923055355395179
BS_DPN8T66Y	0.5773498429316516
BS_DRRS3234	0.5603963927183071
BS_DXC92XSR	0.5587442554950974
BS_DXGMJJJK	0.5408008561007472
BS_DXKYMFRY	0.5668902789053828
BS_DY454V2Q	0.5446807249770982
BS_DYMT3JZG	0.516678949236559
BS_DZGBN4Z0	0.5065536339391249
BS_E29VV9AZ	0.49877122576308736
BS_E4MAVH4Y	0.5903468503512724
BS_E685NDKM	0.578117986809837
BS_E76N8WF4	0.5437795884898597
BS_E8B2JNAK	0.5543240136659674
BS_E900B9S5	0.534153277443029
BS_E911ZA14	0.5516590545641394
BS_E9GAYC6R	0.5660506040908445
BS_EB5F9SDD	0.5721592636596484
BS_ECBMVAZ7	0.5603617411033331
BS_ED6NMRWD	0.5359074307893219
BS_EDK7V3CK	0.5060895159120046
BS_EFBDT6ZE	0.5581936702462217
BS_EGHNMZ9V	0.5598644704420691
BS_EJK71EEZ	0.5817357588482778
BS_EKJTEJAR	0.5197431700205933
BS_ENCVX9ZP	0.56284270506633
BS_EQX67B7H	0.5959608821206505
BS_ER1S1BYR	0.5134517129946717
BS_ER9RMSVG	0.5573436836202861
BS_ETHBPZBE	0.5566960941913675
BS_EVTRECAK	0.5537892267477652
BS_EWWYSVEB	0.5574312414589844
BS_EXTTYXYZ	0.5557032110578007
BS_EZ2DCDMA	0.523209749537694
BS_EZZZ4AQH	0.5610020699458365
BS_F0A84A7J	0.5134118709010916
BS_F116QHAJ	0.5589379471416973
BS_F3R5A5WV	0.5488243457320434
BS_F4S6YVNV	0.5650455113381657
BS_F6N9A1V2	0.554259399484736
BS_F984HQZE	0.5572112540171188
BS_FARP2SQ9	0.5744873310806319
BS_FBRT0SFH	0.5175638210070517
BS_FBYXT186	0.5370942570854847
BS_FCZFRA6G	0.5470765517711363
BS_FD03JPYW	0.5529151844083411
BS_FD1SX831	0.5551057082380998
BS_FD842CQN	0.542764586734571
BS_FENJEHZ7	0.5870503776384839
BS_FF9N48KN	0.5420711502438688
BS_FG4HB896	0.5526596369599172
BS_FGQRF6AT	0.5606366882057009
BS_FJKZ7952	0.5178843714686705
BS_FJNERYAH	0.5567631879163206
BS_FKX650EV	0.5503540099899193
BS_FMYA3W47	0.5485042016879578
BS_FNQVK8W6	0.5353087814477719
BS_FP4757SN	0.49880224467219736
BS_FPDWC63C	0.5134694582914779
BS_FQBXD8N3	0.5570490451633463
BS_FR3VPEHX	0.5425726665517877
BS_FX5BH0A0	0.5394664266390823
BS_FXWKR0XJ	0.5217660316483674
BS_FYGC4GN0	0.501624924807123
BS_G1M10SBX	0.5654593127484923
BS_G43HP0PK	0.543474431261452
BS_G4B3VHZK	0.5094455640444703
BS_G4Y34Z7A	0.5345220350723847
BS_G6DSNCE9	0.5054071536690893
BS_G8SVD7QA	0.5531951704421351
BS_GDF5WQV9	0.5518246674740448
BS_GF7FB4B8	0.4830742128776257
BS_GJ4GG1Q9	0.4848164575370804
BS_GJAR8X3M	0.5428325131172592
BS_GJCT6WCH	0.5412471895614724
BS_GK5CJFEQ	0.5603568173480332
BS_GNAPV1MP	0.5323929713424326
BS_GNS3DD0V	0.5557234621448978
BS_GQ5XJQ90	0.5278480029291187
BS_GQRBK39P	0.5747171638818942
BS_GX9FSY4V	0.5770209802893861
BS_H07WTQEH	0.3843407163031755
BS_H0RT16GV	0.5382557239425569
BS_H1DTKG7W	0.4757815989176369
BS_H4T470NG	0.5441669194056963
BS_H5Y2CYK2	0.5467395692147604
BS_H69YJGWD	0.5566204738832454
BS_H7C86CTR	0.5370904339270539
BS_H8HPJ9FB	0.5694088844657935
BS_H8QK3J0B	0.5364308816490523
BS_H9PAZ2GF	0.5382711947487914
BS_HAVHXW0G	0.5380908217117009
BS_HDGGV829	0.5850437639851586
BS_HG8GSFR0	0.5419032117631819
BS_HJ51RXV8	0.5403977134524833
BS_HJ5C0C0M	0.5646972934807547
BS_HJBTJ8Q7	0.5541647315993857
BS_HMWNCF3E	0.5366370344686225
BS_HR5ZGJ2N	0.45581235084187155
BS_HVMS7D5J	0.5724984671339967
BS_HVPBH3BV	0.5899534090991473
BS_HX3MAX1E	0.5507726667540767
BS_HX5THCZ6	0.5487942506747291
BS_J010KMJT	0.5483470421091738
BS_J0N6R3HA	0.5488891991710622
BS_J34K4N6D	0.5413463131118388
BS_J6NGG30Q	0.5445239700089828
BS_J81C76DJ	0.5633235485731942
BS_J8KF2T56	0.54079297122737
BS_J8KXGDXJ	0.5548022933054165
BS_J8N60HNP	0.5291172192158035
BS_J9C865T8	0.5303259080645246
BS_JBD1GJHB	0.5761679084263959
BS_JD5VKMAH	0.5758647747314404
BS_JFMJ6PH9	0.5856698109004991
BS_JHWQ09XW	0.5472546560303883
BS_JJ3NEG4A	0.5654878640125807
BS_JJYPZACX	0.5580758599876688
BS_JMPH92EZ	0.5241265324318944
BS_JNS1K6PH	0.5620202454480531
BS_JS8KW2QY	0.5541100182462576
BS_JSEQ84NG	0.5248758754922265
BS_JVSMR4M7	0.5566158744406139
BS_JXA1FR74	0.5319129358205349
BS_K3XA1CFD	0.5693021960397971
BS_K9ZKFWAS	0.5668490855819603
BS_KAFZ8Y5J	0.5690893726423571
BS_KB0E8BVB	0.5401889227639586
BS_KFW4FHF6	0.5419608369709411
BS_KGT59ZDT	0.5227482456562623
BS_KGVHFW0P	0.5818669710425103
BS_KH28G601	0.4924664201623254
BS_KHE6F9DV	0.5076206385268164
BS_KJ3NJZK0	0.5430003978519421
BS_KJA9Q4N7	0.5118933885933131
BS_KJNVM43P	0.4971532118640476
BS_KK4AMP03	0.5451816256927877
BS_KM45ZRKE	0.5337876265317268
BS_KM77267Z	0.5365108798865742
BS_KQCXTBDN	0.5536253726823448
BS_KQER6QAE	0.5129174094879981
BS_M00T28BR	0.5377572734248003
BS_M0YWF7TK	0.5493284905703968
BS_M1KRD32T	0.5372594952465634
BS_M1MPGKYJ	0.5504464074888952
BS_M255G2TR	0.5120073050127183
BS_M4GKP5G2	0.6110691618164646
BS_M4PAPSSW	0.5308558513449364
BS_M5AC601F	0.5339774270260412
BS_M6YZNRVZ	0.5070982437690834
BS_MJ6K7TE6	0.5627805066767767
BS_MQ55A0TN	0.4793714031458757
BS_MR7DZ7D0	0.49357716507209354
BS_MRTKJ5W7	0.562321634890588
BS_MT8TPB0G	0.5437642369472292
BS_MV728Q6J	0.4958467362732421
BS_MVGE1QES	0.5755189199232407
BS_MVWMFRQR	0.5632966461608558
BS_MYT6NAAB	0.554912501990643
BS_MZ45E21Q	0.534228084234802
BS_MZ558206	0.5697293924470573
BS_MZ9K49VT	0.5640519942864758
BS_MZX42FGZ	0.5629521719104507
BS_N0553FJB	0.5523424272096317
BS_N07YNNW7	0.553593258205686
BS_N2V9HNXV	0.5364194215339844
BS_N38F9VKE	0.5834796999705159
BS_N3J92FM4	0.5476661099037516
BS_N3QT5EFA	0.526614922968107
BS_N52FBNRY	0.5529033233538826
BS_N56DAP7P	0.5584743217099118
BS_NBY2QK7M	0.5489541734549411
BS_NBY54GNQ	0.45801092745725297
BS_ND6FZ65Y	0.5604191239726305
BS_NDRFGYY3	0.5315476199137577
BS_NE7CH6GG	0.5571332732373432
BS_NEZ4TS7F	0.5514935836043846
BS_NJTKA8YR	0.37453587097894414
BS_NMQD5VJY	0.5620059159701932
BS_NPKXNBTD	0.5410041043737842
BS_NPSWQJ6B	0.541879158659736
BS_NSB783DJ	0.5938752004737161
BS_NV6NQHM2	0.49120959776209533
BS_NWASTET4	0.5247203531000835
BS_NX9DC0TN	0.5408550344195303
BS_P0KXVQ8K	0.5449023646793332
BS_P21X975Q	0.5352831351122262
BS_P26GF314	0.5296851921060443
BS_P35A0SPN	0.5255518029962273
BS_P3A3FMWA	0.5199128297168601
BS_P6BMPCE3	0.5835293307362187
BS_P735D3PG	0.5190633575639734
BS_P9G0E57D	0.5181130539829512
BS_P9JVPHRF	0.4598096046734086
BS_PDNXHWQ8	0.5223231955086901
BS_PF2FYZFR	0.4578691338133104
BS_PH6CH643	0.5237410971046946
BS_PKVK8JFS	0.5692143669394376
BS_PM2MVP4E	0.5235876365473335
BS_PNS8DGQR	0.5144813095050671
BS_PQGTDT71	0.5581768439819633
BS_PRF3V7DZ	0.5283498392446664
BS_PSR9HVZT	0.5348043297175696
BS_PTRRVESF	0.6105055317363982
BS_PVHKMY7T	0.5324319870347652
BS_PVZ4DTEE	0.507812292637035
BS_PW3DRNZV	0.5796765933973321
BS_PW40TSTA	0.5364830294459302
BS_PW855N8A	0.5819580291491548
BS_PYSE2QW3	0.491154091312919
BS_PYSXW993	0.5767217027087976
BS_PYZ9Z042	0.5805568423965514
BS_PZ6ZDNV1	0.5012210737039605
BS_Q1AHDMR6	0.5097018236520351
BS_Q37DRN94	0.5598353652316019
BS_Q3YR7RM9	0.5674032255938335
BS_Q61KTESW	0.5786885748168697
BS_Q6T1BM6K	0.5694061579506206
BS_Q7PP5YJN	0.5128084938445913
BS_Q7XDVSH5	0.5441165902634746
BS_Q8NDZ7KK	0.5347083614607591
BS_QC00MR9J	0.562582204954944
BS_QCES7F55	0.5305510188321042
BS_QE0MYJAD	0.5774557157945738
BS_QM4VTDP1	0.5706571304089412
BS_QQ96KZ3W	0.5255539436804467
BS_QSN1ANPN	0.5462854093075321
BS_QTWKCTS7	0.5571230875075768
BS_QV86KKGV	0.5577126738179625
BS_QWM1BP7G	0.5030288352604232
BS_QWXFFWQ2	0.5566912761723674
BS_QXBPAFV9	0.5420156739772886
BS_QZG0024B	0.5531222200361936
BS_R09JN14H	0.549947813730181
BS_R4BCJEBB	0.5233629954107167
BS_R6ES0HY1	0.5531771419207991
BS_R7CV19F3	0.4549317265811712
BS_R8NSV7XB	0.5433028192816173
BS_R9220AQN	0.5510778242872287
BS_R9B71R7T	0.43852421214277976
BS_RA65J4RZ	0.5126438013734727
BS_RBPSDM98	0.545628690083195
BS_RCZ5BEXW	0.09839855422896436
BS_RFJN5JSA	0.5403275553427284
BS_RJMW12ZA	0.5174815230745153
BS_RMBFCQFB	0.46040787888988344
BS_RN4CW4TW	0.5718982393150273
BS_RNWC00AB	0.48976138982015516
BS_RQBSTPB1	0.5491038764017545
BS_RVAH1AZV	0.5523820402722515
BS_RVY6BQ0A	0.5172186982633827
BS_RWHC2Y7G	0.5694620433699172
BS_RWKHJFYY	0.5401739826786823
BS_RX11G9TX	0.5382200368023056
BS_RYF0NJ9R	0.5522252368753924
BS_RYZJYBCW	0.590719225005346
BS_RZDHPRJB	0.49996381566630205
BS_RZPSHESX	0.5351171167650244
BS_RZV98ZSH	0.586852996594381
BS_S0CRDFF4	0.5316170427167689
BS_S0NFY0XQ	0.5951263042303039
BS_S1JQYAAW	0.565626538783076
BS_S2QR3V7R	0.5218050468124065
BS_S2RM5S7E	0.5500299377226113
BS_S367XK8A	0.5807900458357742
BS_S475E17R	0.5049105939162317
BS_S56R95NQ	0.5380311127604509
BS_S5WWFSEZ	0.5392261667875204
BS_S7EWDE73	0.5357247364725873
BS_S7Y2Q1T7	0.559737191890722
BS_SAMTKYB0	0.522207927249962
BS_SB4J8W73	0.5183638526166106
BS_SG2X2XQB	0.5575852265472397
BS_SH1ET65Z	0.4990778391994913
BS_SHC5BMYM	0.5610178565224495
BS_SHMXPXA4	0.4994998920673902
BS_SHRMVXVC	0.4910049989388355
BS_SJNWG0BD	0.5782030940025974
BS_SJSGGF0Y	0.5623540251226793
BS_SKGSC6PE	0.5435092628331436
BS_SN86H4MK	0.5999081766213142
BS_SNS2FM4K	0.5378950284783778
BS_SQCV0X97	0.5572484396437486
BS_SRXD3BH3	0.5853268091725163
BS_STP5K7T2	0.5613651571525369
BS_SZ9SVSBH	0.5538598449542307
BS_T079QAZ5	0.5506629508035377
BS_T12T8R20	0.5558962835762791
BS_T1BECW62	0.4444386562444185
BS_T2DM3BW8	0.5642888229383971
BS_T3M9V6Q6	0.5327451338067424
BS_T7FGWZC1	0.5534867509575283
BS_T7SSWRA0	0.5115224793154126
BS_T89RQNXB	0.5553549547776641
BS_TB9SQHA4	0.5281859490734481
BS_TDFCRS7E	0.5335318506773972
BS_TGYBV2KP	0.5530995722124157
BS_TH4E3NA8	0.5267016902079231
BS_TH5KHX4M	0.5153892802444604
BS_THQ3HXFG	0.5222927465278195
BS_THY47V4T	0.4424003247484246
BS_TME3CH5P	0.5020858436725909
BS_TPHCQNF2	0.5355524234283817
BS_TPWNZVQ1	0.5303152847319199
BS_TQ5BX015	0.5737312162080579
BS_TRDMP775	0.5283016703566812
BS_TTXVFB85	0.5342060281059889
BS_TY5BXJN9	0.5592875736106858
BS_V26XB0ZH	0.5529843889607682
BS_V3200RYQ	0.5544282580683296
BS_V38JC9TH	0.5862124465217149
BS_V4PBW4WH	0.5320684242803785
BS_V52DMGQX	0.5228845505853206
BS_V6ECHDDQ	0.48347925855493457
BS_V6MCRDCB	0.46292414255059366
BS_V9R0SQ4W	0.5696703476867763
BS_VBPNA1QT	0.5577617870991077
BS_VC5CZD0N	0.5697625740187393
BS_VFT9TW5D	0.5630416053088113
BS_VG51Q0NH	0.5848233332231677
BS_VHP15D6R	0.5554095946092328
BS_VJF77FPE	0.5815831818519691
BS_VJPVRGDA	0.5592537413770006
BS_VK5DAZCB	0.5380796734237492
BS_VKRANPWV	0.5559810171340955
BS_VMTD1WJJ	0.5293883479128554
BS_VPVFTP0X	0.5834598649431411
BS_VPVJTN5N	0.5352441241139192
BS_VQKQ2CSZ	0.5798886618946857
BS_VTTMSAK9	0.554021702180276
BS_VW3NBEV9	0.525180525379774
BS_VXQV7GX2	0.5546031801216016
BS_VXQX0JPW	0.5068550442899933
BS_VZWB13M0	0.5566451218432927
BS_W0XE7GDM	0.5450687401536504
BS_W2T8BBBG	0.5093606527317449
BS_W55EBKYC	0.5407312744259385
BS_W57KS1XE	0.5448984834796744
BS_W6A0VXVR	0.5878364545704966
BS_W6VHMNJP	0.5171575329361551
BS_W808K35Z	0.5053569922414721
BS_W85M8H89	0.5583899931095895
BS_W871TM75	0.55127146838024
BS_W9Q586RP	0.5392868422170102
BS_WDE40ZAY	0.5703281311990891
BS_WEQGYFZ8	0.5450164776558917
BS_WET2B29A	0.5253890523276716
BS_WHKQBZG4	0.5431036079537055
BS_WJRMCDCY	0.5418723654772265
BS_WKNHM9QK	0.5520720138248932
BS_WMSJC65B	0.56973390846888206
BS_WPJKS5T6	0.456617721746277
BS_WQ90DGQT	0.5340152050619353
BS_WRAG947K	0.5292468744915594
BS_WSMYCJJQ	0.5237374309826939
BS_WXFK57AS	0.5291388980212953
BS_X08QR472	0.5438885994038135
BS_X11BE7CV	0.40199113007944415
BS_X2FVRH45	0.6139629032175973
BS_X2S37Y4C	0.5348833857547878
BS_X36SF91S	0.4782317553049872
BS_X3CRNZWC	0.5186948571224917
BS_X4FED3TW	0.5744327506677701
BS_X6GNJ28N	0.5400726209054262
BS_X77AE9Q2	0.55067269902851
BS_XA6NWYGK	0.5693899336290673
BS_XC11GCHB	0.5659683857101863
BS_XCWP2BJP	0.504038722115325
BS_XERG58K3	0.5647810821328411
BS_XFR2X7D2	0.5391561879126471
BS_XK4YDR2S	0.5578375860902537
BS_XKSDEG8D	0.5744239186480322
BS_XMHRZM1M	0.5624643952143753
BS_XNJRS08G	0.564686202767317
BS_XPBRB9S7	0.42190682762380316
BS_XPV22DSD	0.5099625986585672
BS_XT819MS0	0.5381497462953934
BS_XVE841YY	0.5596922568790523
BS_XVGVAJW4	0.47522777418893
BS_XVNPADPR	0.4718578419699285
BS_XWG2E2Z3	0.5492872528694119
BS_XYW5TDGJ	0.47008971126192456
BS_Y0V9RZCQ	0.3205892980726834
BS_Y54J0CXS	0.5413253681008454
BS_Y63A1GN4	0.5704489313765264
BS_Y6H23H83	0.5426739196863954
BS_Y6TFD4M1	0.5910637280717917
BS_Y73NVFF4	0.560503780170942
