Kids_First_Biospecimen_ID	SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7b	SBS7c	SBS7d	SBS8	SBS9	SBS10a	SBS10b	SBS10c	SBS10d	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16	SBS17a	SBS17b	SBS18	SBS19	SBS20	SBS21	SBS22	SBS23	SBS24	SBS25	SBS26	SBS27	SBS28	SBS29	SBS30	SBS31	SBS32	SBS33	SBS34	SBS35	SBS36	SBS37	SBS38	SBS39	SBS40	SBS41	SBS42	SBS43	SBS44	SBS45	SBS46	SBS47	SBS48	SBS49	SBS50	SBS51	SBS52	SBS53	SBS54	SBS55	SBS56	SBS57	SBS58	SBS59	SBS60	SBS84	SBS85	SBS86	SBS87	SBS88	SBS89	SBS90	SBS91	SBS92	SBS93	SBS94	SBS95
BS_41TD9XET	0.11686602305498993	0	0.2661153312589974	0	0.3769626375189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06597252897991547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1049421073878893	0	0	0	0	0	0	0	0	0	0
BS_KB9GJDCS	0.20986260906207435	0	0.3065200158857587	0	0.3026973494940776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06860287745913572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_VXNT1TDB	0.11920241100015823	0	0.32319880681434593	0	0.24658534396557577	0	0	0	0	0	0	0.25988124748053104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_BMHYK93N	0.22828665272570603	0	0.11648811400128226	0	0.48541335979532924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10516209567786838	0	0	0	0	0	0	0	0	0	0
BS_R3WB0PP7	0	0	0.2707037454453182	0	0.08749218638944395	0.07953589292353626	0	0	0	0	0	0.12268566574161247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07809497227254929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15788795206945208	0	0	0	0	0	0	0	0	0	0
BS_ARE4EM81	0.14554286292599591	0	0.15004312491801902	0	0.4163468315688431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08027760532797812	0.08073260113322475	0	0	0	0	0	0	0	0	0	0
BS_QMG7XNEW	0.17891429316947502	0	0.15226401363485337	0	0.4265212759575513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09946574574026236	0	0	0	0	0	0	0	0	0	0
BS_6SA5B35V	0.1950640319729002	0	0.16398456582795348	0	0.4234796071844528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1397509105110676	0	0	0	0	0	0	0	0	0	0
BS_MJ8EGM54	0.12236998488142917	0	0.4033720247011905	0	0.1763039600186239	0	0	0	0	0	0	0.10835196493373023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08638445362590226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_G4EX0H98	0.1414725262030521	0	0.31647184304983567	0	0.22579807299953486	0	0	0	0	0	0	0	0	0	0.0707644595860538	0	0	0	0	0	0	0	0	0	0.11871804101728449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07052177040361947	0	0	0	0	0	0	0	0	0	0
BS_50XV7CTQ	0.11186912647367125	0	0.33051063518601875	0	0.1937229084443045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09821445171102662	0	0	0	0	0	0	0	0	0	0
BS_79SYEHY3	0	0	0.15510821166312316	0	0.2931355521815498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20971698295591826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_Q807ENGY	0	0	0.3484062820748851	0	0.1871035942368629	0.0706623685672291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09413085388059268	0	0	0	0	0	0	0	0	0	0	0	0.09409782724624798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15796703807789608	0	0	0	0	0	0	0	0	0	0
BS_E5H6CFYT	0.06923404281659185	0	0.5748288557427451	0	0.07578919531524093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09462470627088918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07111438088655789	0	0	0	0	0	0	0	0	0	0
BS_SFH8TGKT	0.08212612352631775	0	0.38420812023199497	0	0.2325808126719835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08004537177375011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07593342534846971	0	0	0	0	0	0	0	0	0	0
BS_TF6H437Q	0	0	0.6517447007043401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12870522377299037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12119209096818018	0	0	0	0	0	0	0	0	0	0
BS_79NQJZ09	0.09790316652909246	0	0.5095882062479118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06301927304446443	0	0	0	0	0	0	0.06905358487498194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08949408914267956	0	0	0	0	0	0	0	0	0	0
BS_84AQCZE4	0	0	0.27631878080052724	0	0.2738162568071881	0.07246349239457031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08738049427788579	0	0	0	0	0	0	0	0	0	0	0	0.07345697193533704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18339084240604694	0	0	0	0	0	0	0	0	0	0
BS_SFZ3A07S	0	0	0.3496930351459285	0	0.17747387070856818	0.07415062681536218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07008074914058564	0	0	0	0	0	0	0	0	0	0	0	0.09949302406646844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1323168523411716	0	0	0	0	0	0	0	0	0	0
BS_PEDGRK8S	0.18154621909738858	0	0.3218266927130001	0	0.28174464847893904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13284416291451234	0	0	0	0	0	0	0	0	0	0
BS_JDS0SYST	0.23399602405497794	0	0.2226169112170247	0	0.23976452602293744	0	0	0	0	0	0	0	0	0	0.06212188612420809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12488903471131647	0	0	0	0	0	0	0	0	0	0
BS_R913E3VB	0.07129589846447572	0	0.4833839932486629	0	0	0	0	0	0	0	0	0.4046280082798004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_P7CY04E7	0.11154894624419663	0	0.17948511578249685	0	0.1884968153115581	0.06940037101792695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21746966758214265	0	0	0	0	0	0	0	0	0	0	0	0.0709870444993599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13067788450576018	0	0	0	0	0	0	0	0	0	0
BS_QG6V29H7	0.10209886805805547	0	0.45720105793765686	0	0.2538599691799264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08633216141971006	0	0	0	0	0	0	0	0	0	0
BS_1EYKDS0Z	0.15980881457317106	0	0.4664618263110832	0	0.19567608663770866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_SK4H5MJQ	0.3472875808099892	0	0.08575222071025768	0	0.34471293226975996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10546924010202212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07089305710611958	0	0	0	0	0	0	0	0	0	0
BS_10V9SAG8	0.12925715502251608	0	0.11529665610306254	0	0.15416497624139033	0	0	0	0	0	0	0	0	0	0.11259458986129223	0	0	0	0	0	0	0	0	0	0.3040561430825123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07546106551773996	0	0	0	0	0	0	0	0	0	0
BS_HZNKSQ17	0	0	0.33247503858450944	0	0.07244805927603636	0.07323179491280893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2892981618069018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07174035872386418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_EJV0N3BX	0.19563264898122065	0	0.3356789662166242	0	0.248011106659685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07925313670989795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08480655986694555	0	0	0	0	0	0	0	0	0	0
BS_VQEPFE1P	0	0	0.497600291116037	0	0.15022078154884966	0	0	0	0	0	0	0.20495302601054838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_32HAVF6S	0.09127447948830208	0	0.14126354452727424	0	0.27480556185166505	0	0	0	0	0	0	0.1136370496982661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08331045289945287	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1070748275166435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14188459886029353	0	0	0	0	0	0	0	0	0	0
BS_WCNPE0AC	0.16043434819691824	0	0.39553393450021973	0	0.14804834980822265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061572961555883966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12683995981107063	0	0	0	0	0	0	0	0	0	0
BS_K3PPH522	0.1322643794130566	0	0.33812808773233416	0	0.37800764989508107	0	0	0	0	0	0	0.0642877259305047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_797V83YM	0.08390325566198012	0	0.3822150796060913	0	0.28910378649421337	0	0	0	0	0	0	0.14413937379978997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_83MSWR59	0.23848419553384945	0	0.07676650973871943	0	0.3682166885197514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0737573229599624	0	0	0	0	0	0	0	0	0	0	0	0.06760828964870069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09808514408717932	0	0	0	0	0	0	0	0	0	0
BS_3NX3RBCX	0.08915707879031447	0	0.1574955165955723	0	0.23864359855434697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13412924430056394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08805957342407549	0	0	0	0	0	0	0	0	0	0
BS_NMQTPVFW	0.11179158848991473	0	0.3297886542224968	0	0.24946779512950598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07831776348245205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07996589255410055	0	0	0	0	0	0	0	0	0	0
BS_AM2TZPNS	0	0	0.29931833346480563	0	0.22479924144352176	0	0	0	0	0	0	0.07563614083199575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06185445958912322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1099284135836896	0	0	0	0	0	0	0	0	0	0
BS_BYJDRXMK	0	0	0.09724283230243677	0	0.44722313934128266	0	0	0	0	0	0	0.1436560005800014	0	0	0.09338489964341648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_40SJZGT2	0.207662061709419	0	0.17942272037348705	0	0.15509865354878066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09358138107251941	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06792889865220901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08552713502499136	0	0	0	0	0	0	0	0	0	0
BS_AMKQKHJ6	0.08965664878243826	0	0	0	0.577096933254918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12916823917207285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17069092873418842	0	0	0	0	0	0	0	0
BS_6687ZNGS	0.12736217815234313	0	0.2266825499079418	0	0.1707322793974865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2568341441708733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07644964959006417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_2KMB51YF	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07430752929133169	0	0	0	0	0	0	0.4322242953290983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1819688196340273	0	0	0	0	0	0.08459449055874498	0	0	0	0	0
BS_91HP99HY	0	0	0	0	0.09559577411131273	0.14683975405468214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30590588320660267	0	0	0	0	0	0	0.07806474093973875	0.09143732485908106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2548432513197067	0	0	0	0	0	0	0	0
BS_402W79TS	0	0	0	0	0.11016751320104533	0	0	0	0	0	0	0	0	0	0	0	0.09215109968438007	0	0	0	0.32063309196952067	0	0	0	0.1588680100929105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18743653017783643	0.062094904990188216	0	0	0	0	0	0	0	0
BS_AF5D41PD	0.1073514268377237	0	0.2058451316653337	0	0.21794922299117322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10170233893547778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11491457531786095	0	0	0	0	0	0	0	0	0	0
BS_FWP8ZA4K	0.1779197744059391	0	0	0	0.13309240630250385	0	0	0	0	0	0	0	0	0	0	0	0.08289242429856336	0	0	0	0.14026391753091302	0	0	0	0	0	0	0	0	0	0	0	0.07051396934082317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12653161560547746	0	0	0	0	0
BS_EJ1H9PZY	0.15504949589103828	0	0.3366517310794954	0	0.2307302344087124	0	0	0	0	0	0	0.09570268499597745	0	0	0	0	0	0	0	0	0	0	0	0	0.06168461453445348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_2P7MJGM7	0.15698511310254648	0	0.19138066263306744	0	0.36338966517749044	0	0	0	0	0	0	0.07263938177493687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09013080129135315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_QX754ADQ	0.06458239594671084	0	0.3996768421780053	0	0.27556152000611245	0	0	0	0	0	0	0.1224596157084271	0	0	0	0	0	0	0	0	0.06604630990437552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_9SVMVJ45	0.07122151685457502	0	0.236732069911221	0	0.22915954757022255	0	0	0	0	0	0	0.09367904683754177	0	0	0	0	0	0	0	0	0	0	0	0	0.06681116714237083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08949219584703456	0	0	0	0	0	0	0	0	0	0
BS_P3PF53V8	0.3812207975188215	0	0	0	0	0.2513384896601777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07716917678855353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08960212546035666	0	0	0	0	0	0	0	0	0	0
BS_6X3Z0AVR	0.1764258875185697	0	0.3743849887893655	0	0.2594211210202267	0	0	0	0	0	0	0.07760539729074269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_6VTQ3W4M	0	0	0.2897181007143211	0	0	0.17154444500557237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37751254129886463	0	0	0	0	0	0	0	0	0	0	0	0.07300910220834163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_6JBE0947	0.15343837103414934	0	0.2611763426560353	0	0.20665719519778888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09308803438994537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08441375628548818	0	0	0	0	0	0	0	0	0	0
BS_AHAXPFG3	0.16177537034793857	0	0.26298071864032424	0	0.2084752531403436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12767384968288334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08262646000567687	0	0	0	0	0	0	0	0	0	0
BS_C3X4AEK5	0.12953141715837788	0	0.29091435660777687	0	0.19692509402167988	0	0	0	0	0	0	0.2886637912609992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_3P96RT4E	0.09592931978473518	0	0.14833551728686417	0	0.490510835278556	0	0	0	0	0	0	0.07798153736964623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12371592481836326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_3QDRWJCF	0.14114066742408546	0	0.1829025317434544	0	0.31788435360715184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08313597493461268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19041732728312238	0	0	0	0	0	0	0	0	0	0
BS_DJEVCH34	0.10027522410478855	0	0.32156465179588223	0	0.22280539694791857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08946876640124385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08759928120355577	0	0	0	0	0	0	0	0	0	0
BS_D3KVGMRJ	0	0	0.3895563507930169	0	0	0	0	0	0	0	0	0.39878003244548327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_VPJ9CARN	0	0	0.32187643895975987	0	0.2813331423376777	0	0	0	0	0	0	0.2583382405487188	0	0	0	0	0	0	0	0	0	0	0	0	0.06476621932804431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_42A66SH4	0.07360373086679599	0	0	0	0.5652248999303433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06232399057970998	0	0	0	0	0	0	0	0	0	0	0	0.08855699538790701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14852356365129765	0	0	0	0	0	0	0	0	0	0
BS_NMJPX8VQ	0	0	0.28448814280814094	0	0.23051274807021083	0	0	0	0	0	0	0.28009077744251754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_01Y5F4PN	0	0	0.2952287557199488	0	0.1857063477965225	0.10617952598897117	0	0	0	0	0	0.06284108693478796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17538200510057841	0	0	0	0	0	0	0	0	0	0
BS_47454JJ6	0.10895030566338955	0	0.2938417224314068	0	0.44556763356041906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_A3EV6FXK	0.11964831141207681	0	0.16164164710618076	0	0.3411612506415373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06038613659832818	0	0	0	0	0	0	0	0	0	0	0	0.07126524078554564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13415013582982405	0	0	0	0	0	0	0	0	0	0
