Hugo_Symbol	Kids_First_Biospecimen_ID_rna	expr_zscore
APC	BS_CREQ97QC	1.6773676415590213
MSH2	BS_CREQ97QC	0.5375557156854865
PTCH2	BS_CREQ97QC	-0.21689242610020631
SUFU	BS_CREQ97QC	-0.3972888718569129
NF1	BS_CREQ97QC	0.45584075009909897
PPM1D	BS_CREQ97QC	-0.8731151585969128
PMS2	BS_CREQ97QC	0.7281536943535777
RECQL4	BS_CREQ97QC	-0.5708993556832159
POLH	BS_CREQ97QC	-0.5111860628416357
LYST	BS_CREQ97QC	-0.16895783171598777
ATM	BS_CREQ97QC	-0.20776995999533154
WRN	BS_CREQ97QC	-0.32365044204037446
PTCH1	BS_CREQ97QC	-0.14488821408981503
EPHA7	BS_CREQ97QC	0.2312327621837879
EZH2	BS_CREQ97QC	-0.8490720606637594
MSH3	BS_CREQ97QC	-0.12917588329181398
FANCI	BS_CREQ97QC	-0.7795551331689164
SLX4	BS_CREQ97QC	0.04656333067170251
DYNC2H1	BS_CREQ97QC	-0.044318887747494706
CHEK2	BS_CREQ97QC	-0.7595727727925174
TDRD9	BS_CREQ97QC	0.30007862829977877
BUB1B	BS_CREQ97QC	-0.866062134837917
FANCC	BS_CREQ97QC	-0.9199394936936688
RAD51D	BS_CREQ97QC	-0.21373639246744341
ERCC4	BS_CREQ97QC	-0.19936510837763885
FANCD2	BS_CREQ97QC	-0.840948976244405
FANCA	BS_CREQ97QC	-0.3273553185618088
BRCA1	BS_CREQ97QC	-0.5274708557316231
ERBB4	BS_CREQ97QC	0.7268994617211504
FANCM	BS_CREQ97QC	-0.38781134436543985
CDKN2A	BS_CREQ97QC	0.319627729012921
BLM	BS_CREQ97QC	-0.04781443543579922
PIK3C2G	BS_CREQ97QC	-0.07569495806031525
ROS1	BS_CREQ97QC	0.2712292641801758
SLCO1B3	BS_CREQ97QC	-0.13504162764143654
BRIP1	BS_CREQ97QC	-0.7239768186376262
BRCA2	BS_CREQ97QC	-0.7796683313930262
ABCB11	BS_CREQ97QC	-0.24233806986356254
MPL	BS_CREQ97QC	0.3506291379125289
TERT	BS_CREQ97QC	-0.2891715875964983
RMRP	BS_CREQ97QC	-0.3016772961086805
PRSS1	BS_196BBNEJ	-0.19051178210370137
CTNNA1	BS_196BBNEJ	0.4644600509287599
SDHA	BS_196BBNEJ	-0.41542484130636
FH	BS_196BBNEJ	-0.7299107574246021
BAP1	BS_196BBNEJ	0.3929561887283872
GJB2	BS_196BBNEJ	-0.5217957906240667
AKT1	BS_196BBNEJ	0.7948533540536923
PTPN11	BS_196BBNEJ	-0.22517255612249545
SMARCB1	BS_196BBNEJ	0.5517312016270476
PIK3R1	BS_196BBNEJ	0.43364914974886143
DDX41	BS_196BBNEJ	1.6101753324201933
TSC2	BS_196BBNEJ	-0.2151681985882176
ERCC3	BS_196BBNEJ	-0.7601416215201106
EPCAM	BS_196BBNEJ	-0.5793913939596838
LZTR1	BS_196BBNEJ	0.30880683962674355
XPC	BS_196BBNEJ	-0.09676483645833248
ASXL1	BS_196BBNEJ	0.1758187906478215
EXT2	BS_196BBNEJ	0.16637554875686628
PTEN	BS_196BBNEJ	-1.0260721122528134
KDM6B	BS_196BBNEJ	0.9740645698656158
COL7A1	BS_196BBNEJ	-0.38419471869743116
SMARCE1	BS_196BBNEJ	0.5876593331557304
CREBBP	BS_196BBNEJ	0.33255049371614104
WAS	BS_196BBNEJ	-0.13178238863917038
EDNRB	BS_196BBNEJ	1.1680936317341515
GAB2	BS_196BBNEJ	-0.2140879042475577
TSC1	BS_196BBNEJ	-0.4301779902047598
GBA	BS_196BBNEJ	-0.373419311607418
NBN	BS_196BBNEJ	-0.9064902121067099
SOS1	BS_196BBNEJ	-0.47731479758206247
PRF1	BS_196BBNEJ	0.13869894830082544
TP53	BS_196BBNEJ	0.39021446125733933
SOS2	BS_196BBNEJ	-0.9565685227321454
VHL	BS_196BBNEJ	-0.12885383000952866
KMT2C	BS_196BBNEJ	0.4205853305485737
POLE	BS_196BBNEJ	-0.2421061955119809
FAH	BS_196BBNEJ	1.0657035885497574
MUTYH	BS_196BBNEJ	0.41407736635083287
RAD50	BS_196BBNEJ	-1.4660507347523934
NF2	BS_196BBNEJ	0.19930758321374187
NTHL1	BS_196BBNEJ	0.5175572879835543
HMBS	BS_196BBNEJ	0.684110044739282
BRAF	BS_196BBNEJ	-1.0342020487823365
DDX11	BS_196BBNEJ	-0.13136751351828546
ERCC2	BS_196BBNEJ	0.7841487490702536
PIK3C2B	BS_196BBNEJ	-0.6236757791203923
FANCG	BS_196BBNEJ	-0.33824421089148804
MSH6	BS_196BBNEJ	0.059834609669724606
MN1	BS_196BBNEJ	1.1525512431841287
APC	BS_196BBNEJ	-0.16861800988612083
MSH2	BS_196BBNEJ	-0.91241879019959
PTCH2	BS_196BBNEJ	-0.5195183061853583
SUFU	BS_196BBNEJ	1.5561819236737182
NF1	BS_196BBNEJ	-0.7664879005942218
PPM1D	BS_196BBNEJ	-0.35011971817368026
PMS2	BS_196BBNEJ	-0.12366481542752294
RECQL4	BS_196BBNEJ	0.12303830061240809
POLH	BS_196BBNEJ	-0.4241605128287652
LYST	BS_196BBNEJ	-0.8329491326156004
ATM	BS_196BBNEJ	-1.635383408537028
WRN	BS_196BBNEJ	-1.0197056673120508
PTCH1	BS_196BBNEJ	-0.44961948843798566
EPHA7	BS_196BBNEJ	0.13602866976829436
EZH2	BS_196BBNEJ	-0.29205912785182153
MSH3	BS_196BBNEJ	-1.435855471153115
FANCI	BS_196BBNEJ	-0.5191559359995669
SLX4	BS_196BBNEJ	0.114190379711045
DYNC2H1	BS_196BBNEJ	0.6490472362027543
CHEK2	BS_196BBNEJ	-0.8130596505227013
TDRD9	BS_196BBNEJ	1.1292286383474939
BUB1B	BS_196BBNEJ	0.032520312006225696
FANCC	BS_196BBNEJ	7.451810638367965e-4
RAD51D	BS_196BBNEJ	-0.3950364236486603
ERCC4	BS_196BBNEJ	0.05320220736383926
FANCD2	BS_196BBNEJ	-0.15433262993043292
FANCA	BS_196BBNEJ	-0.31242146690467637
BRCA1	BS_196BBNEJ	-0.28467000796386216
ERBB4	BS_196BBNEJ	0.27483815557201485
FANCM	BS_196BBNEJ	-0.9727310168325906
CDKN2A	BS_196BBNEJ	-0.9943238000511655
BLM	BS_196BBNEJ	-1.0774941503456004
PIK3C2G	BS_196BBNEJ	-0.3607174629120315
ROS1	BS_196BBNEJ	-0.1700600243929896
SLCO1B3	BS_196BBNEJ	-0.023341342221496766
BRIP1	BS_196BBNEJ	-0.6181191907822658
BRCA2	BS_196BBNEJ	-0.8490581535789068
ABCB11	BS_196BBNEJ	6.199472745068929
MPL	BS_196BBNEJ	0.07524348149479662
TERT	BS_196BBNEJ	-0.2891715875964983
RMRP	BS_196BBNEJ	-0.4902727573595773
PRSS1	BS_W9N9844Q	0.6475982751179956
CTNNA1	BS_W9N9844Q	-0.015232208757765753
SDHA	BS_W9N9844Q	-0.6291237434193164
FH	BS_W9N9844Q	-0.24841346593646713
BAP1	BS_W9N9844Q	0.1555453923682769
GJB2	BS_W9N9844Q	-0.44394208759731685
AKT1	BS_W9N9844Q	0.014387377502598959
PTPN11	BS_W9N9844Q	0.196750361091168
SMARCB1	BS_W9N9844Q	0.28051787681534046
PIK3R1	BS_W9N9844Q	-0.8089813676760605
DDX41	BS_W9N9844Q	0.6347928887834757
TSC2	BS_W9N9844Q	-1.1331415541520375
ERCC3	BS_W9N9844Q	-0.19489652702638846
EPCAM	BS_W9N9844Q	-0.5053957506139101
LZTR1	BS_W9N9844Q	0.20854613954603451
XPC	BS_W9N9844Q	-1.0107789041582211
ASXL1	BS_W9N9844Q	-0.008642769278427222
EXT2	BS_W9N9844Q	0.21443115803767768
PTEN	BS_W9N9844Q	-0.06540722763757996
KDM6B	BS_W9N9844Q	-0.24565572942082953
COL7A1	BS_W9N9844Q	-0.5803444319478086
SMARCE1	BS_W9N9844Q	-0.03636314087182844
CREBBP	BS_W9N9844Q	-0.9121875327310134
WAS	BS_W9N9844Q	0.16311711619003022
EDNRB	BS_W9N9844Q	0.6012246760733864
GAB2	BS_W9N9844Q	0.23462329107634736
TSC1	BS_W9N9844Q	-0.501145735512735
GBA	BS_W9N9844Q	0.41193950766325416
NBN	BS_W9N9844Q	0.12179639712517604
SOS1	BS_W9N9844Q	-0.18514866844387437
PRF1	BS_W9N9844Q	1.6081969287810283
TP53	BS_W9N9844Q	0.19541176117163364
SOS2	BS_W9N9844Q	0.5218201672608564
VHL	BS_W9N9844Q	-0.10747046265822054
KMT2C	BS_W9N9844Q	-0.3190356370825858
POLE	BS_W9N9844Q	-0.26027919171634906
FAH	BS_W9N9844Q	-0.5452602178367392
MUTYH	BS_W9N9844Q	-0.6632770645836014
RAD50	BS_W9N9844Q	0.41671686692894433
NF2	BS_W9N9844Q	1.1072680383831077
NTHL1	BS_W9N9844Q	-0.8475826275610125
HMBS	BS_W9N9844Q	-0.12289648686595277
BRAF	BS_W9N9844Q	-0.9309774443853982
DDX11	BS_W9N9844Q	0.09491744390439685
ERCC2	BS_W9N9844Q	0.05531011158577681
PIK3C2B	BS_W9N9844Q	0.0877144294909169
FANCG	BS_W9N9844Q	0.03411046605040117
MSH6	BS_W9N9844Q	-1.1593990881432117
MN1	BS_W9N9844Q	0.4520291099727958
APC	BS_W9N9844Q	-0.039424369374623396
MSH2	BS_W9N9844Q	-0.007067546315271801
PTCH2	BS_W9N9844Q	-1.0275392127253178
SUFU	BS_W9N9844Q	0.1506705722748262
NF1	BS_W9N9844Q	0.049545574226512255
PPM1D	BS_W9N9844Q	-0.527309727058288
PMS2	BS_W9N9844Q	-0.6622285557883966
RECQL4	BS_W9N9844Q	-0.10376894048975767
POLH	BS_W9N9844Q	-0.2990208937627191
LYST	BS_W9N9844Q	-0.4951098600414963
ATM	BS_W9N9844Q	-0.35053265610269946
WRN	BS_W9N9844Q	-0.24062250178687156
PTCH1	BS_W9N9844Q	-0.3137096596842067
EPHA7	BS_W9N9844Q	-0.38427744603270264
EZH2	BS_W9N9844Q	0.08151769197356298
MSH3	BS_W9N9844Q	0.1764708304202515
FANCI	BS_W9N9844Q	0.7759108051171912
SLX4	BS_W9N9844Q	0.3608091501655871
DYNC2H1	BS_W9N9844Q	-0.9893946739741146
CHEK2	BS_W9N9844Q	0.39465756973824834
TDRD9	BS_W9N9844Q	-0.6174479924162988
BUB1B	BS_W9N9844Q	0.9478191983148012
FANCC	BS_W9N9844Q	0.30027546246928677
RAD51D	BS_W9N9844Q	0.1454143026136428
ERCC4	BS_W9N9844Q	0.12603771797021907
FANCD2	BS_W9N9844Q	0.10003567390414145
FANCA	BS_W9N9844Q	0.05001274574530197
BRCA1	BS_W9N9844Q	0.045102540122822915
ERBB4	BS_W9N9844Q	-0.9984178374592017
FANCM	BS_W9N9844Q	0.11957896543921122
CDKN2A	BS_W9N9844Q	1.5537066200106433
BLM	BS_W9N9844Q	1.1443966205652778
PIK3C2G	BS_W9N9844Q	-0.3607174629120315
ROS1	BS_W9N9844Q	-0.1700600243929896
SLCO1B3	BS_W9N9844Q	-0.13504162764143654
BRIP1	BS_W9N9844Q	-0.13620348201353052
BRCA2	BS_W9N9844Q	0.5467780357316536
ABCB11	BS_W9N9844Q	-0.24233806986356254
MPL	BS_W9N9844Q	-0.30419847557727536
TERT	BS_W9N9844Q	-0.257715217579617
RMRP	BS_W9N9844Q	0.37885135745941434
PRSS1	BS_TNRHHYNC	-0.19051178210370137
CTNNA1	BS_TNRHHYNC	-2.0538353262413103
SDHA	BS_TNRHHYNC	-3.2991077294674946
FH	BS_TNRHHYNC	-1.9376265582806578
BAP1	BS_TNRHHYNC	-3.4517833630745605
GJB2	BS_TNRHHYNC	-0.5525608292738464
AKT1	BS_TNRHHYNC	-3.1978576989701097
PTPN11	BS_TNRHHYNC	-2.623931725919869
SMARCB1	BS_TNRHHYNC	-2.472582009348108
PIK3R1	BS_TNRHHYNC	-2.87755047279271
DDX41	BS_TNRHHYNC	-2.6452409108441524
TSC2	BS_TNRHHYNC	-2.994307097617363
ERCC3	BS_TNRHHYNC	-2.436977899813259
EPCAM	BS_TNRHHYNC	-0.5667613296668285
LZTR1	BS_TNRHHYNC	-3.7660250288846244
XPC	BS_TNRHHYNC	-3.2173802700016236
ASXL1	BS_TNRHHYNC	-1.1384917089818436
EXT2	BS_TNRHHYNC	-2.1795158055384207
PTEN	BS_TNRHHYNC	-1.8685956284597494
KDM6B	BS_TNRHHYNC	-2.26711099118291
COL7A1	BS_TNRHHYNC	-1.2848089052606861
SMARCE1	BS_TNRHHYNC	-1.8532267980557657
CREBBP	BS_TNRHHYNC	-3.994630504073647
WAS	BS_TNRHHYNC	-1.5482067759154938
EDNRB	BS_TNRHHYNC	-1.8401594907103356
GAB2	BS_TNRHHYNC	-1.7809428556126112
TSC1	BS_TNRHHYNC	-2.6848680456916827
GBA	BS_TNRHHYNC	-1.9830397478465895
NBN	BS_TNRHHYNC	-2.5733645061983905
SOS1	BS_TNRHHYNC	-2.899050918384609
PRF1	BS_TNRHHYNC	-0.8168589992120311
TP53	BS_TNRHHYNC	-1.8388048651687907
SOS2	BS_TNRHHYNC	-2.6327724555913186
VHL	BS_TNRHHYNC	-2.9290877065205496
KMT2C	BS_TNRHHYNC	-4.3110622715770965
POLE	BS_TNRHHYNC	-1.210009392641559
FAH	BS_TNRHHYNC	-1.9740230340125666
MUTYH	BS_TNRHHYNC	-1.3359973504460607
RAD50	BS_TNRHHYNC	-2.4079881228318527
NF2	BS_TNRHHYNC	-4.178415605205803
NTHL1	BS_TNRHHYNC	-0.8364798367619964
HMBS	BS_TNRHHYNC	-0.23448793038306218
BRAF	BS_TNRHHYNC	-2.4540216511180057
DDX11	BS_TNRHHYNC	-1.4944567505679847
ERCC2	BS_TNRHHYNC	-2.095145093332538
PIK3C2B	BS_TNRHHYNC	-2.0102512763560054
FANCG	BS_TNRHHYNC	-1.0289164332363758
MSH6	BS_TNRHHYNC	-2.06435160327693
MN1	BS_TNRHHYNC	-1.3905445903425313
APC	BS_TNRHHYNC	-2.4511714140607217
MSH2	BS_TNRHHYNC	-1.8842954012288304
PTCH2	BS_TNRHHYNC	-0.7046544358881277
SUFU	BS_TNRHHYNC	-3.1951779965071747
NF1	BS_TNRHHYNC	-2.995473496125589
PPM1D	BS_TNRHHYNC	-2.1601056033451567
PMS2	BS_TNRHHYNC	-1.884732155005569
RECQL4	BS_TNRHHYNC	-1.160176945595581
POLH	BS_TNRHHYNC	-2.5549345271998294
LYST	BS_TNRHHYNC	-2.765459798148888
ATM	BS_TNRHHYNC	-2.7557502429637477
WRN	BS_TNRHHYNC	-1.5700780042146538
PTCH1	BS_TNRHHYNC	-2.129237323813151
EPHA7	BS_TNRHHYNC	-0.7811724568374347
EZH2	BS_TNRHHYNC	-0.6195526185118877
MSH3	BS_TNRHHYNC	-2.0344672004972977
FANCI	BS_TNRHHYNC	-0.8818425967968362
SLX4	BS_TNRHHYNC	-2.395429007355256
DYNC2H1	BS_TNRHHYNC	-0.9976757588998566
CHEK2	BS_TNRHHYNC	1.2256753269272767
TDRD9	BS_TNRHHYNC	-0.6991530220659758
BUB1B	BS_TNRHHYNC	-0.7474972807040562
FANCC	BS_TNRHHYNC	-1.2077267624615962
RAD51D	BS_TNRHHYNC	-2.2753251753171737
ERCC4	BS_TNRHHYNC	-1.0911215924364193
FANCD2	BS_TNRHHYNC	-0.8163279679135822
FANCA	BS_TNRHHYNC	-0.8633699908602366
BRCA1	BS_TNRHHYNC	-1.0825774656766554
ERBB4	BS_TNRHHYNC	-1.2185077147749641
FANCM	BS_TNRHHYNC	-1.5187980003600168
CDKN2A	BS_TNRHHYNC	-0.6380992558274435
