Hugo_Symbol	Kids_First_Biospecimen_ID_rna	expr_zscore
DDX41	BS_VXHWZJDC	0.08037054796346438
TSC2	BS_VXHWZJDC	0.7446501863836297
ERCC3	BS_VXHWZJDC	-0.09748087058348023
EPCAM	BS_VXHWZJDC	3.262763562077875
LZTR1	BS_VXHWZJDC	0.23876572009249866
XPC	BS_VXHWZJDC	-1.183404585312904
ASXL1	BS_VXHWZJDC	-1.4222629028373515
EXT2	BS_VXHWZJDC	-1.4075901756992009
PTEN	BS_VXHWZJDC	-1.578513823927731
KDM6B	BS_VXHWZJDC	-1.2892697275614171
COL7A1	BS_VXHWZJDC	0.9370934773216488
SMARCE1	BS_VXHWZJDC	-1.412240588821685
CREBBP	BS_VXHWZJDC	-0.9026354164060312
WAS	BS_VXHWZJDC	-0.19976643216468443
EDNRB	BS_VXHWZJDC	-1.3095052640022171
GAB2	BS_VXHWZJDC	-1.393803996855175
TSC1	BS_VXHWZJDC	-1.2838805542633478
GBA	BS_VXHWZJDC	-0.7711585194406593
NBN	BS_VXHWZJDC	-1.097906360397877
SOS1	BS_VXHWZJDC	-1.7809907909719378
PRF1	BS_VXHWZJDC	2.9175818120424357
TP53	BS_VXHWZJDC	-0.5057983092693776
SOS2	BS_VXHWZJDC	-2.338371166447109
VHL	BS_VXHWZJDC	-1.081121184306248
KMT2C	BS_VXHWZJDC	0.12177230611360919
POLE	BS_VXHWZJDC	2.9242451916067145
FAH	BS_VXHWZJDC	-1.0893233797100277
MUTYH	BS_VXHWZJDC	0.4931662407011686
RAD50	BS_VXHWZJDC	-1.3667590141621144
NF2	BS_VXHWZJDC	0.36475741583598686
NTHL1	BS_VXHWZJDC	-0.8531547543624888
HMBS	BS_VXHWZJDC	0.02775265167471296
BRAF	BS_VXHWZJDC	-1.9462279577060897
DDX11	BS_VXHWZJDC	2.219057635401465
ERCC2	BS_VXHWZJDC	0.5780048646655732
PIK3C2B	BS_VXHWZJDC	0.45528699111586274
FANCG	BS_VXHWZJDC	0.4692170456333567
MSH6	BS_VXHWZJDC	1.4436951447518402
MN1	BS_VXHWZJDC	-0.7466237637029262
APC	BS_VXHWZJDC	-2.206871995896875
MSH2	BS_VXHWZJDC	1.1797765274182137
PTCH2	BS_VXHWZJDC	1.697306623082065
SUFU	BS_VXHWZJDC	-1.6551472677743326
NF1	BS_VXHWZJDC	-1.7419128947009759
PPM1D	BS_VXHWZJDC	-0.4737543316741802
PMS2	BS_VXHWZJDC	-1.5902355891324123
RECQL4	BS_VXHWZJDC	2.6007591104330756
POLH	BS_VXHWZJDC	-0.14130229321172616
LYST	BS_VXHWZJDC	-1.3072504074002986
ATM	BS_VXHWZJDC	-1.0018684263859288
WRN	BS_VXHWZJDC	-0.2956094794386614
PTCH1	BS_VXHWZJDC	6.275519980383604e-4
EPHA7	BS_VXHWZJDC	0.09919138853490789
EZH2	BS_VXHWZJDC	0.4056643624102889
MSH3	BS_VXHWZJDC	-1.2793110266501138
FANCI	BS_VXHWZJDC	0.9694365144262653
SLX4	BS_VXHWZJDC	-0.2091520041492114
DYNC2H1	BS_VXHWZJDC	-1.574665582113977
CHEK2	BS_VXHWZJDC	2.956727658716432
TDRD9	BS_VXHWZJDC	0.24694893550700095
BUB1B	BS_VXHWZJDC	1.7423606086232535
FANCC	BS_VXHWZJDC	-0.18322134096659326
RAD51D	BS_VXHWZJDC	-0.982727094524245
ERCC4	BS_VXHWZJDC	-1.799922231691487
FANCD2	BS_VXHWZJDC	1.2722762497640752
FANCA	BS_VXHWZJDC	2.4069228347303793
BRCA1	BS_VXHWZJDC	1.1938561361764473
ERBB4	BS_VXHWZJDC	-1.4983711037176473
FANCM	BS_VXHWZJDC	0.7844971594011667
CDKN2A	BS_VXHWZJDC	-1.077462755480075
BLM	BS_VXHWZJDC	-0.619649433982026
PIK3C2G	BS_VXHWZJDC	-0.3607174629120315
ROS1	BS_VXHWZJDC	-0.1700600243929896
SLCO1B3	BS_VXHWZJDC	-0.13504162764143654
BRIP1	BS_VXHWZJDC	0.5195913254248732
BRCA2	BS_VXHWZJDC	0.27355436752357587
ABCB11	BS_VXHWZJDC	-0.2788658009071395
MPL	BS_VXHWZJDC	-0.4994821182838267
TERT	BS_VXHWZJDC	2.802654506235232
RMRP	BS_VXHWZJDC	0.28380184108751005
PRSS1	BS_42Y3YANN	-0.19051178210370137
CTNNA1	BS_42Y3YANN	0.5928324467186282
SDHA	BS_42Y3YANN	-0.06023626656331729
FH	BS_42Y3YANN	-0.013012328728303841
BAP1	BS_42Y3YANN	-0.3098420632113288
GJB2	BS_42Y3YANN	-0.29562687854776265
AKT1	BS_42Y3YANN	0.21532436473118424
PTPN11	BS_42Y3YANN	0.5241798510899335
SMARCB1	BS_42Y3YANN	-0.1734922875067747
PIK3R1	BS_42Y3YANN	0.5588708405605269
DDX41	BS_42Y3YANN	0.34837457312406106
TSC2	BS_42Y3YANN	-0.4274910944670753
ERCC3	BS_42Y3YANN	-0.30489910884655574
EPCAM	BS_42Y3YANN	-0.5174383613768737
LZTR1	BS_42Y3YANN	-0.23412824126298995
XPC	BS_42Y3YANN	-0.09971671206075178
ASXL1	BS_42Y3YANN	-0.12825083311737548
EXT2	BS_42Y3YANN	0.5116077506714913
PTEN	BS_42Y3YANN	0.0404335411934895
KDM6B	BS_42Y3YANN	0.08964264128970571
COL7A1	BS_42Y3YANN	-0.4708597896987234
SMARCE1	BS_42Y3YANN	-0.5826985745911472
CREBBP	BS_42Y3YANN	-0.06920079008862585
WAS	BS_42Y3YANN	0.9670450794108345
EDNRB	BS_42Y3YANN	-0.10511420530342695
GAB2	BS_42Y3YANN	0.6233699093737293
TSC1	BS_42Y3YANN	0.09320060666010085
GBA	BS_42Y3YANN	0.4770223624452375
NBN	BS_42Y3YANN	0.18756341834823845
SOS1	BS_42Y3YANN	-0.026431094559883347
PRF1	BS_42Y3YANN	-0.19110038252991698
TP53	BS_42Y3YANN	-0.03517380611073765
SOS2	BS_42Y3YANN	0.5476222934956464
VHL	BS_42Y3YANN	-0.04281221282888061
KMT2C	BS_42Y3YANN	-0.16028386474613598
POLE	BS_42Y3YANN	-0.9172099023934561
FAH	BS_42Y3YANN	0.43641066150542523
MUTYH	BS_42Y3YANN	-0.6774167503140196
RAD50	BS_42Y3YANN	0.08610963967540095
NF2	BS_42Y3YANN	0.3721347457426462
NTHL1	BS_42Y3YANN	-0.42766588596259164
HMBS	BS_42Y3YANN	-0.6627412536131903
BRAF	BS_42Y3YANN	0.22850959605386975
DDX11	BS_42Y3YANN	-0.8554965746236878
ERCC2	BS_42Y3YANN	-0.31857772509975624
PIK3C2B	BS_42Y3YANN	-0.9467476932771245
FANCG	BS_42Y3YANN	-0.88223701690235945
MSH6	BS_42Y3YANN	-0.4047458938273568
MN1	BS_42Y3YANN	-0.15514528658768195
APC	BS_42Y3YANN	0.186784735367595
MSH2	BS_42Y3YANN	-0.1901758996233846
PTCH2	BS_42Y3YANN	-0.6603951300347585
SUFU	BS_42Y3YANN	-0.0369286544900232
NF1	BS_42Y3YANN	0.35414682721387775
PPM1D	BS_42Y3YANN	-0.1915614269070198
PMS2	BS_42Y3YANN	-0.39131989575517606
RECQL4	BS_42Y3YANN	-0.9603384459394696
POLH	BS_42Y3YANN	-0.33178731739819994
LYST	BS_42Y3YANN	0.5482782552126269
ATM	BS_42Y3YANN	0.15096764178548736
WRN	BS_42Y3YANN	-0.3616283091763332
PTCH1	BS_42Y3YANN	0.1452500787156241
EPHA7	BS_42Y3YANN	-0.718931048822363
EZH2	BS_42Y3YANN	-0.7731432834305036
MSH3	BS_42Y3YANN	0.21327850847697155
FANCI	BS_42Y3YANN	-0.6916680146183906
SLX4	BS_42Y3YANN	-0.3183148271694894
DYNC2H1	BS_42Y3YANN	-0.11616344125288174
CHEK2	BS_42Y3YANN	-0.5350069301578958
TDRD9	BS_42Y3YANN	-0.7200703473704828
BUB1B	BS_42Y3YANN	-0.6657091787293337
FANCC	BS_42Y3YANN	-0.5141845958957248
RAD51D	BS_42Y3YANN	0.18174480752449632
ERCC4	BS_42Y3YANN	-0.5014511978994115
FANCD2	BS_42Y3YANN	-0.5263855575354048
FANCA	BS_42Y3YANN	-1.0364937214327488
BRCA1	BS_42Y3YANN	-0.5039216997696634
ERBB4	BS_42Y3YANN	-0.7412667073512627
FANCM	BS_42Y3YANN	-0.7090265249054704
CDKN2A	BS_42Y3YANN	1.2460472219745515
BLM	BS_42Y3YANN	1.2649165346557023
PIK3C2G	BS_42Y3YANN	-0.31204539550621835
ROS1	BS_42Y3YANN	-0.1700600243929896
SLCO1B3	BS_42Y3YANN	-0.13504162764143654
BRIP1	BS_42Y3YANN	-0.7059163975829907
BRCA2	BS_42Y3YANN	-0.802591440560509
ABCB11	BS_42Y3YANN	-0.2788658009071395
MPL	BS_42Y3YANN	-0.5985789227544659
TERT	BS_42Y3YANN	-0.3209409614595495
RMRP	BS_42Y3YANN	0.18309941473484348
PRSS1	BS_B0SVFK4P	0.1991933287237249
CTNNA1	BS_B0SVFK4P	-0.09368953902613131
SDHA	BS_B0SVFK4P	0.2719716309406347
FH	BS_B0SVFK4P	-1.6883988197435635
BAP1	BS_B0SVFK4P	1.0178783446837483
GJB2	BS_B0SVFK4P	0.3098025534663856
AKT1	BS_B0SVFK4P	1.3746601566175423
PTPN11	BS_B0SVFK4P	0.053495125440421946
SMARCB1	BS_B0SVFK4P	-0.018356312206204418
PIK3R1	BS_B0SVFK4P	-0.2615317873794615
DDX41	BS_B0SVFK4P	0.4221565821772753
TSC2	BS_B0SVFK4P	1.6579499628388366
ERCC3	BS_B0SVFK4P	0.7404849044001084
EPCAM	BS_B0SVFK4P	-0.15107697763477113
LZTR1	BS_B0SVFK4P	1.6535752015479994
XPC	BS_B0SVFK4P	0.8956507657033776
ASXL1	BS_B0SVFK4P	0.6196239795124314
EXT2	BS_B0SVFK4P	-0.23388122778388157
PTEN	BS_B0SVFK4P	-1.7423682525362534
KDM6B	BS_B0SVFK4P	0.26183255400894995
COL7A1	BS_B0SVFK4P	1.8637982912584565
SMARCE1	BS_B0SVFK4P	-0.022631033516599446
CREBBP	BS_B0SVFK4P	0.6614582549334223
WAS	BS_B0SVFK4P	2.4651737749002165
EDNRB	BS_B0SVFK4P	-0.5655883900689672
GAB2	BS_B0SVFK4P	0.45992303859702427
TSC1	BS_B0SVFK4P	0.6117337344482535
GBA	BS_B0SVFK4P	0.7702425782130299
NBN	BS_B0SVFK4P	-0.6937375889277383
SOS1	BS_B0SVFK4P	-0.10035096738137461
PRF1	BS_B0SVFK4P	1.886270794275652
TP53	BS_B0SVFK4P	0.45248599745754925
SOS2	BS_B0SVFK4P	-1.1624308606249953
VHL	BS_B0SVFK4P	0.20961756411542623
KMT2C	BS_B0SVFK4P	1.4847563526372924
POLE	BS_B0SVFK4P	0.4855702402690444
FAH	BS_B0SVFK4P	0.47607968011195856
MUTYH	BS_B0SVFK4P	0.8889182602284602
RAD50	BS_B0SVFK4P	-0.43165888065668595
NF2	BS_B0SVFK4P	1.2911043467579868
NTHL1	BS_B0SVFK4P	0.6439203968721249
HMBS	BS_B0SVFK4P	0.1850190915956731
BRAF	BS_B0SVFK4P	-0.30471877414034293
DDX11	BS_B0SVFK4P	0.469434420490358
ERCC2	BS_B0SVFK4P	0.21716980488203122
PIK3C2B	BS_B0SVFK4P	0.8258539143127078
FANCG	BS_B0SVFK4P	0.4424959409640457
MSH6	BS_B0SVFK4P	-0.6053377812974284
MN1	BS_B0SVFK4P	0.7420720746336262
APC	BS_B0SVFK4P	-0.46384118934587093
MSH2	BS_B0SVFK4P	-0.8688106500418821
PTCH2	BS_B0SVFK4P	0.5199957620471757
SUFU	BS_B0SVFK4P	0.6495051043748713
NF1	BS_B0SVFK4P	-0.6402727256827271
PPM1D	BS_B0SVFK4P	-0.24951378897403861
PMS2	BS_B0SVFK4P	-0.01606063701018089
RECQL4	BS_B0SVFK4P	0.25625116140438353
POLH	BS_B0SVFK4P	0.03576466014746657
LYST	BS_B0SVFK4P	0.7571847047301667
ATM	BS_B0SVFK4P	0.06730096543830211
WRN	BS_B0SVFK4P	-1.1133972963222025
PTCH1	BS_B0SVFK4P	-0.5914659856705204
EPHA7	BS_B0SVFK4P	-0.2724708730945371
EZH2	BS_B0SVFK4P	-0.8843874114658298
MSH3	BS_B0SVFK4P	-0.5695504874971954
FANCI	BS_B0SVFK4P	-0.8415615319466887
SLX4	BS_B0SVFK4P	0.6592579965057753
DYNC2H1	BS_B0SVFK4P	-1.434011422146932
CHEK2	BS_B0SVFK4P	0.019084232764474768
TDRD9	BS_B0SVFK4P	-0.24962909468099856
BUB1B	BS_B0SVFK4P	-0.7664587649809783
FANCC	BS_B0SVFK4P	-0.6019524452852862
RAD51D	BS_B0SVFK4P	0.789919958015888
ERCC4	BS_B0SVFK4P	-0.11261745306278739
FANCD2	BS_B0SVFK4P	-0.1302028323011675
FANCA	BS_B0SVFK4P	0.8419776209855122
BRCA1	BS_B0SVFK4P	-0.4128310955396613
ERBB4	BS_B0SVFK4P	-0.5640085028676655
FANCM	BS_B0SVFK4P	-0.7090265249054704
CDKN2A	BS_B0SVFK4P	2.6640213770075145
BLM	BS_B0SVFK4P	-0.7786489840223187
PIK3C2G	BS_B0SVFK4P	-0.31204539550621835
ROS1	BS_B0SVFK4P	-0.05810452766090627
SLCO1B3	BS_B0SVFK4P	-0.13504162764143654
BRIP1	BS_B0SVFK4P	-0.7239768186376262
BRCA2	BS_B0SVFK4P	-0.5401108898824094
ABCB11	BS_B0SVFK4P	-0.2788658009071395
MPL	BS_B0SVFK4P	-0.11267052130174544
TERT	BS_B0SVFK4P	-0.3209409614595495
RMRP	BS_B0SVFK4P	-0.5826016165353095
PRSS1	BS_21ET39G7	0.10454258518431177
CTNNA1	BS_21ET39G7	2.0520422186861333
SDHA	BS_21ET39G7	2.3087879157840967
FH	BS_21ET39G7	2.9166879434988098
BAP1	BS_21ET39G7	2.1584724853505666
GJB2	BS_21ET39G7	0.8175674274924387
AKT1	BS_21ET39G7	1.8899217107046737
PTPN11	BS_21ET39G7	2.0968973614433506
SMARCB1	BS_21ET39G7	1.7671821058334
PIK3R1	BS_21ET39G7	1.0366158251254105
DDX41	BS_21ET39G7	1.0862510088662531
TSC2	BS_21ET39G7	1.4572133974299168
ERCC3	BS_21ET39G7	2.436561933454796
EPCAM	BS_21ET39G7	1.7443927575931237
LZTR1	BS_21ET39G7	2.2891347963360933
XPC	BS_21ET39G7	2.6059975446536994
ASXL1	BS_21ET39G7	0.9349246841644384
EXT2	BS_21ET39G7	1.6261813008449877
PTEN	BS_21ET39G7	0.8678633289955402
KDM6B	BS_21ET39G7	1.776770286333083
COL7A1	BS_21ET39G7	1.361236674216222
SMARCE1	BS_21ET39G7	2.060538510985458
CREBBP	BS_21ET39G7	-0.5041649407986246
WAS	BS_21ET39G7	2.106744594928668
EDNRB	BS_21ET39G7	2.2159884014286146
GAB2	BS_21ET39G7	2.017066398439338
TSC1	BS_21ET39G7	1.2337789686022593
GBA	BS_21ET39G7	2.0671913501832053
NBN	BS_21ET39G7	2.237031106377136
SOS1	BS_21ET39G7	0.9671481875831373
PRF1	BS_21ET39G7	2.1801493805856267
TP53	BS_21ET39G7	1.1239061516896125
SOS2	BS_21ET39G7	2.201081538364476
VHL	BS_21ET39G7	1.9661777984647204
KMT2C	BS_21ET39G7	0.3623333583731915
POLE	BS_21ET39G7	0.45299623449357074
FAH	BS_21ET39G7	3.3851260722205816
MUTYH	BS_21ET39G7	1.8095510198815001
RAD50	BS_21ET39G7	1.733074041024725
NF2	BS_21ET39G7	0.3009458365537919
NTHL1	BS_21ET39G7	2.597520103670312
HMBS	BS_21ET39G7	2.69908046989856
BRAF	BS_21ET39G7	0.36091332662570436
DDX11	BS_21ET39G7	1.0662550499671737
ERCC2	BS_21ET39G7	1.7483156718701525
PIK3C2B	BS_21ET39G7	0.8616760397755694
FANCG	BS_21ET39G7	1.9047750322088444
MSH6	BS_21ET39G7	1.120957972356353
MN1	BS_21ET39G7	0.48832481723408233
APC	BS_21ET39G7	0.8811569543035227
MSH2	BS_21ET39G7	1.8932277324801485
PTCH2	BS_21ET39G7	0.4115707114004187
SUFU	BS_21ET39G7	2.3499242304660006
NF1	BS_21ET39G7	0.7933236596981375
PPM1D	BS_21ET39G7	0.711298419691382
PMS2	BS_21ET39G7	1.5694141504516796
RECQL4	BS_21ET39G7	1.6028431020403238
POLH	BS_21ET39G7	1.6919071003522885
LYST	BS_21ET39G7	1.7086433109391956
ATM	BS_21ET39G7	1.6751205869705572
WRN	BS_21ET39G7	1.3729756069325034
PTCH1	BS_21ET39G7	0.011067905274629981
EPHA7	BS_21ET39G7	0.8854455535271503
EZH2	BS_21ET39G7	0.8499049871871616
MSH3	BS_21ET39G7	1.8408646828390096
FANCI	BS_21ET39G7	1.9120147898303004
SLX4	BS_21ET39G7	1.0274117720310671
DYNC2H1	BS_21ET39G7	1.968612041301179
CHEK2	BS_21ET39G7	1.7182181059780584
TDRD9	BS_21ET39G7	2.162350994127851
BUB1B	BS_21ET39G7	1.3448658940826481
FANCC	BS_21ET39G7	0.7163140310289243
RAD51D	BS_21ET39G7	2.3289909175498247
ERCC4	BS_21ET39G7	1.3921973155096827
FANCD2	BS_21ET39G7	1.311933446209166
FANCA	BS_21ET39G7	0.4325634570904532
BRCA1	BS_21ET39G7	1.0298066242757689
ERBB4	BS_21ET39G7	0.3553596087216043
FANCM	BS_21ET39G7	1.5382024966589418
CDKN2A	BS_21ET39G7	-0.3200547695651656
BLM	BS_21ET39G7	1.094981928117383
PIK3C2G	BS_21ET39G7	0.3229284158463858
ROS1	BS_21ET39G7	0.0527479413178428
SLCO1B3	BS_21ET39G7	-0.023341342221496766
BRIP1	BS_21ET39G7	0.6290306534700681
BRCA2	BS_21ET39G7	1.5325897171717289
ABCB11	BS_21ET39G7	0.10424051261346072
MPL	BS_21ET39G7	0.6186044082986069
TERT	BS_21ET39G7	-0.257715217579617
RMRP	BS_21ET39G7	-5.2218923963797375
PRSS1	BS_E94QRJDW	-0.19051178210370137
CTNNA1	BS_E94QRJDW	1.5094567345404595
SDHA	BS_E94QRJDW	0.6238554259646558
FH	BS_E94QRJDW	0.9503057528754204
BAP1	BS_E94QRJDW	-0.008922623389870704
GJB2	BS_E94QRJDW	-0.4821411648273882
AKT1	BS_E94QRJDW	0.9148936464333057
PTPN11	BS_E94QRJDW	0.49949878068113335
SMARCB1	BS_E94QRJDW	0.579756211482969
PIK3R1	BS_E94QRJDW	0.29743253460058006
DDX41	BS_E94QRJDW	-0.5506742930134384
TSC2	BS_E94QRJDW	-0.09521423086856454
ERCC3	BS_E94QRJDW	0.3011642879707577
EPCAM	BS_E94QRJDW	0.07427119783874461
LZTR1	BS_E94QRJDW	-0.27543675820916
XPC	BS_E94QRJDW	0.25556864603222695
ASXL1	BS_E94QRJDW	0.3834361647462267
EXT2	BS_E94QRJDW	1.1290890726175842
PTEN	BS_E94QRJDW	1.2482223407439252
KDM6B	BS_E94QRJDW	0.1333817480126294
COL7A1	BS_E94QRJDW	-0.9125074693189132
SMARCE1	BS_E94QRJDW	0.5065021296925895
CREBBP	BS_E94QRJDW	0.2910920703909598
WAS	BS_E94QRJDW	1.1546205516769523
EDNRB	BS_E94QRJDW	0.9880152496316952
GAB2	BS_E94QRJDW	0.34648606519104097
TSC1	BS_E94QRJDW	0.26002490229622005
GBA	BS_E94QRJDW	0.8524857123524516
NBN	BS_E94QRJDW	0.4188229106639199
SOS1	BS_E94QRJDW	1.0645740822146077
PRF1	BS_E94QRJDW	0.12326853430879922
TP53	BS_E94QRJDW	1.074256920587645
SOS2	BS_E94QRJDW	0.9526047724140574
VHL	BS_E94QRJDW	0.2695549094083028
KMT2C	BS_E94QRJDW	-0.16028386474613598
POLE	BS_E94QRJDW	-0.6501744299509141
FAH	BS_E94QRJDW	0.972543433990613
MUTYH	BS_E94QRJDW	-0.4797276394578494
RAD50	BS_E94QRJDW	0.7391003265971744
NF2	BS_E94QRJDW	1.1149494691295594
NTHL1	BS_E94QRJDW	0.10361139420133594
HMBS	BS_E94QRJDW	0.3544472615269906
BRAF	BS_E94QRJDW	0.42405501476455093
DDX11	BS_E94QRJDW	-0.7034228128252261
ERCC2	BS_E94QRJDW	0.7230259767798461
PIK3C2B	BS_E94QRJDW	0.3457179012639908
FANCG	BS_E94QRJDW	-1.2733860451367283
MSH6	BS_E94QRJDW	0.5005160224733649
MN1	BS_E94QRJDW	1.191108190962013
APC	BS_E94QRJDW	0.2634680405322666
MSH2	BS_E94QRJDW	0.1372941613824154
PTCH2	BS_E94QRJDW	-0.975680964448081
SUFU	BS_E94QRJDW	-0.10273299329763252
NF1	BS_E94QRJDW	0.5722763461810636
PPM1D	BS_E94QRJDW	0.4534449156656036
PMS2	BS_E94QRJDW	0.2828074826684827
RECQL4	BS_E94QRJDW	-0.33863295940617877
POLH	BS_E94QRJDW	0.2670160533161281
LYST	BS_E94QRJDW	0.32033142720984925
ATM	BS_E94QRJDW	0.7328523488287891
WRN	BS_E94QRJDW	0.5372179303499647
PTCH1	BS_E94QRJDW	-0.890355765213659
EPHA7	BS_E94QRJDW	-0.7705437592617175
EZH2	BS_E94QRJDW	-0.8666026980451259
MSH3	BS_E94QRJDW	0.5173065502547954
FANCI	BS_E94QRJDW	0.10055269669894586
SLX4	BS_E94QRJDW	0.114190379711045
DYNC2H1	BS_E94QRJDW	-0.12140017178439406
CHEK2	BS_E94QRJDW	-0.7464195565256889
TDRD9	BS_E94QRJDW	-0.637586987197497
BUB1B	BS_E94QRJDW	-0.710454051160738
FANCC	BS_E94QRJDW	-0.7139879594909381
RAD51D	BS_E94QRJDW	0.4336592703179005
ERCC4	BS_E94QRJDW	0.6599248888026646
FANCD2	BS_E94QRJDW	-0.5677376878910493
FANCA	BS_E94QRJDW	-0.6844156708796483
BRCA1	BS_E94QRJDW	-0.5274708557316231
ERBB4	BS_E94QRJDW	-0.5859616437435303
FANCM	BS_E94QRJDW	-0.05798207822197214
CDKN2A	BS_E94QRJDW	0.9686386498314074
BLM	BS_E94QRJDW	0.9281167098933436
PIK3C2G	BS_E94QRJDW	-0.3607174629120315
ROS1	BS_E94QRJDW	-0.1700600243929896
SLCO1B3	BS_E94QRJDW	-0.13504162764143654
BRIP1	BS_E94QRJDW	-0.6353549233388013
BRCA2	BS_E94QRJDW	-0.47846254857617176
ABCB11	BS_E94QRJDW	-0.2788658009071395
MPL	BS_E94QRJDW	0.07524348149479662
TERT	BS_E94QRJDW	-0.3209409614595495
RMRP	BS_E94QRJDW	0.05662489512661566
PRSS1	BS_WBVSK3MP	-0.19051178210370137
CTNNA1	BS_WBVSK3MP	0.7963837195508755
SDHA	BS_WBVSK3MP	0.6735836504633955
FH	BS_WBVSK3MP	0.6191206999292594
BAP1	BS_WBVSK3MP	0.9592175104043653
GJB2	BS_WBVSK3MP	-0.5525608292738464
AKT1	BS_WBVSK3MP	-0.354751537981228
PTPN11	BS_WBVSK3MP	0.05744208884576657
SMARCB1	BS_WBVSK3MP	0.8172762073963077
PIK3R1	BS_WBVSK3MP	-0.9643205064877298
DDX41	BS_WBVSK3MP	-1.6042272387400842
TSC2	BS_WBVSK3MP	1.6881221132629267
ERCC3	BS_WBVSK3MP	2.1642218185461957
EPCAM	BS_WBVSK3MP	0.09705016656386509
LZTR1	BS_WBVSK3MP	2.071800705315173
XPC	BS_WBVSK3MP	0.8627478439106319
ASXL1	BS_WBVSK3MP	2.023889250328993
EXT2	BS_WBVSK3MP	0.6105446009529315
PTEN	BS_WBVSK3MP	0.6900871205081044
KDM6B	BS_WBVSK3MP	1.8279367376886022
COL7A1	BS_WBVSK3MP	0.2566112747874136
SMARCE1	BS_WBVSK3MP	0.8399626995603153
CREBBP	BS_WBVSK3MP	1.4729203647572175
WAS	BS_WBVSK3MP	-1.1165712456880972
EDNRB	BS_WBVSK3MP	0.9498504082869427
GAB2	BS_WBVSK3MP	0.7470282954633575
TSC1	BS_WBVSK3MP	3.5513104610211843
GBA	BS_WBVSK3MP	0.7347894965707545
NBN	BS_WBVSK3MP	1.559924744824129
SOS1	BS_WBVSK3MP	2.7429360193243695
PRF1	BS_WBVSK3MP	-0.2813702552970028
TP53	BS_WBVSK3MP	1.7210419782657032
SOS2	BS_WBVSK3MP	0.8594117179602773
VHL	BS_WBVSK3MP	2.021833386906986
KMT2C	BS_WBVSK3MP	3.5757712136244795
POLE	BS_WBVSK3MP	2.418780688292016
FAH	BS_WBVSK3MP	-0.9351208877773314
MUTYH	BS_WBVSK3MP	1.632980674000529
RAD50	BS_WBVSK3MP	1.830408002144314
NF2	BS_WBVSK3MP	0.5934530424930525
NTHL1	BS_WBVSK3MP	-0.2081558577799023
HMBS	BS_WBVSK3MP	0.3354167348335272
BRAF	BS_WBVSK3MP	2.3104933099395075
DDX11	BS_WBVSK3MP	2.25930292632709
ERCC2	BS_WBVSK3MP	0.49896511859311954
PIK3C2B	BS_WBVSK3MP	2.5658635795518148
FANCG	BS_WBVSK3MP	2.516940234771243
MSH6	BS_WBVSK3MP	2.3738653404022454
MN1	BS_WBVSK3MP	2.3619398247882226
APC	BS_WBVSK3MP	1.3463977633316242
MSH2	BS_WBVSK3MP	2.437426915599334
PTCH2	BS_WBVSK3MP	0.5601910557184968
SUFU	BS_WBVSK3MP	0.2394326169016441
NF1	BS_WBVSK3MP	2.281725605777285
PPM1D	BS_WBVSK3MP	1.1425645471559351
PMS2	BS_WBVSK3MP	1.1225086988853468
RECQL4	BS_WBVSK3MP	1.4876707327754763
POLH	BS_WBVSK3MP	2.0166236523438563
LYST	BS_WBVSK3MP	1.29631455498404
ATM	BS_WBVSK3MP	2.3503637023040005
WRN	BS_WBVSK3MP	3.5101076908903903
PTCH1	BS_WBVSK3MP	0.9253910604585011
EPHA7	BS_WBVSK3MP	1.6403359788817158
EZH2	BS_WBVSK3MP	2.6090616207596735
MSH3	BS_WBVSK3MP	0.4511402394459633
FANCI	BS_WBVSK3MP	1.9424566583148843
SLX4	BS_WBVSK3MP	3.4015863287094312
DYNC2H1	BS_WBVSK3MP	1.071475185541123
CHEK2	BS_WBVSK3MP	1.9204719397627408
TDRD9	BS_WBVSK3MP	-0.6991530220659758
BUB1B	BS_WBVSK3MP	1.7306031472911103
FANCC	BS_WBVSK3MP	1.8214081634645924
RAD51D	BS_WBVSK3MP	1.1448715699623961
ERCC4	BS_WBVSK3MP	0.8174179421900516
FANCD2	BS_WBVSK3MP	3.1889061682897095
FANCA	BS_WBVSK3MP	2.3928708299393744
BRCA1	BS_WBVSK3MP	2.612808900497258
ERBB4	BS_WBVSK3MP	1.32270671250327
FANCM	BS_WBVSK3MP	2.1648219779994853
CDKN2A	BS_WBVSK3MP	0.16929825502988752
BLM	BS_WBVSK3MP	0.27761881033299585
PIK3C2G	BS_WBVSK3MP	-0.16886924977520112
ROS1	BS_WBVSK3MP	-0.1700600243929896
SLCO1B3	BS_WBVSK3MP	-0.13504162764143654
BRIP1	BS_WBVSK3MP	2.828117229033801
BRCA2	BS_WBVSK3MP	3.5894790388059143
ABCB11	BS_WBVSK3MP	0.4209028128166698
MPL	BS_WBVSK3MP	-0.5985789227544659
TERT	BS_WBVSK3MP	-0.3209409614595495
RMRP	BS_WBVSK3MP	0.6501955535406225
PRSS1	BS_B8T7M0WV	-0.19051178210370137
CTNNA1	BS_B8T7M0WV	-1.0339105475028323
SDHA	BS_B8T7M0WV	-0.5408866066862484
FH	BS_B8T7M0WV	-1.3676513905507646
BAP1	BS_B8T7M0WV	-0.30804362080869685
GJB2	BS_B8T7M0WV	-0.1167637516483755
AKT1	BS_B8T7M0WV	-0.3391614486572354
PTPN11	BS_B8T7M0WV	0.66633142016513
